LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Deal ID,Pool ID
311415,80.00,0.00,800000.00,0,No Insurance,N,748,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Condo,Primary,1,639421.43,640000.00,0.00,20070326,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Maryland,GAITHERSBURG,20878,N,N,Jumbo,0,360,360,4045.24,4045.24,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311418,50.00,0.00,280000.00,0,No Insurance,N,687,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Investor,1,140000.00,140000.00,0.00,20070315,20070501,20370401,20070501,6.375,0.250,0.000,0.000,California,SACRAMENTO,95838,Y,N,Conforming,120,360,240,743.75,743.75,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311420,80.00,705000.00,710000.00,0,No Insurance,N,788,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,563490.14,564000.00,0.00,20070323,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Illinois,ELMHURST,60126,N,N,Jumbo,0,360,360,3564.86,3564.86,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311424,76.92,0.00,1300000.00,0,No Insurance,N,736,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,999073.80,1000000.00,0.00,20070320,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Illinois,RIVER FOREST,60305,N,N,Jumbo,0,360,360,6238.70,6238.70,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311426,80.00,727500.00,740000.00,0,No Insurance,N,770,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,580332.60,582000.00,0.00,20070323,20070501,20370401,20070501,6.125,0.250,0.000,0.000,New York,BROOKLYN,11201,Y,N,Jumbo,120,360,240,2970.62,2962.11,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311428,55.24,0.00,210000.00,0,No Insurance,N,675,Full Documentation,N,30 Year FRM,Cash-out Refinance,Condo,Investor,1,116000.00,116000.00,0.00,20070313,20070501,20370401,20070501,6.625,0.250,0.000,0.000,Nevada,LAS VEGAS,89148,Y,N,Conforming,120,360,240,640.42,640.42,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311429,80.00,0.00,485000.00,0,No Insurance,N,805,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,387983.38,388000.00,0.00,20070321,20070501,20370401,20070501,6.250,0.250,0.000,0.000,California,ESCONDIDO,92027,Y,N,Conforming,120,360,240,2020.83,2020.75,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311430,80.00,181000.00,182000.00,0,No Insurance,N,718,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,144800.00,144800.00,0.00,20070326,20070501,20370401,20070501,6.625,0.250,0.000,0.000,Illinois,SUGAR GROVE,60554,Y,N,Conforming,120,360,240,799.42,799.42,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311431,51.81,0.00,1930000.00,0,No Insurance,N,755,Full Documentation,Y,30 Year FRM,Rate-Term Refinance,Condo,Primary,1,1000000.00,1000000.00,0.00,20070322,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Nevada,LAS VEGAS,89117,Y,N,Jumbo,120,360,240,5208.33,5208.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311432,80.00,810000.00,810000.00,0,No Insurance,N,788,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,647952.79,648000.00,0.00,20070323,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Maryland,BEL AIR,21015,Y,N,Jumbo,120,360,240,3375.00,3374.75,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311433,80.00,260500.00,261500.00,0,No Insurance,N,760,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,208356.78,208400.00,0.00,20070320,20070501,20370401,20070501,6.250,0.250,0.000,0.000,California,CARMICHAEL,95608,Y,N,Conforming,120,360,240,1085.42,1085.19,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311434,55.56,0.00,1800000.00,0,No Insurance,N,707,Full Documentation,Y,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,1000000.00,1000000.00,0.00,20070320,20070501,20370401,20070501,6.750,0.250,0.000,0.000,Virginia,VIRGINIA BEACH,23451,Y,N,Jumbo,120,360,240,5625.00,5624.15,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311435,80.00,0.00,875000.00,0,No Insurance,N,757,Full Documentation,N,30 Year FRM,Rate-Term Refinance,Condo,Primary,1,700000.00,700000.00,0.00,20070319,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Virginia,FAIRFAX STATION,22039,Y,N,Jumbo,120,360,240,3645.83,3645.83,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311436,80.00,665000.00,665000.00,0,No Insurance,N,808,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,532000.00,532000.00,0.00,20070323,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Virginia,VIRGINIA BEACH,23454,Y,N,Jumbo,120,360,240,2770.83,2770.83,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311437,75.19,0.00,1330000.00,0,No Insurance,N,790,Full Documentation,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,1000000.00,1000000.00,0.00,20070320,20070501,20370401,20070501,6.375,0.250,0.000,0.000,New York,MELVILLE,11747,Y,N,Jumbo,120,360,240,5312.50,5312.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311438,62.70,0.00,630000.00,0,No Insurance,N,746,Full Documentation,N,30 Year FRM,Cash-out Refinance,Two- to four-family,Primary,2,394947.00,395000.00,0.00,20070319,20070501,20370401,20070501,6.250,0.250,0.000,0.000,California,OAKLAND,94618,Y,N,Conforming,120,360,240,2057.29,2057.02,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311439,80.00,800000.00,800000.00,0,No Insurance,N,757,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,640000.00,640000.00,0.00,20070321,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Georgia,ATLANTA,30307,Y,N,Jumbo,120,360,240,3333.33,3333.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311440,60.67,989000.00,989000.00,0,No Insurance,N,703,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,600000.00,600000.00,0.00,20070319,20070501,20370401,20070501,6.500,0.250,0.000,0.000,California,CLOVIS,93619,Y,N,Jumbo,120,360,240,3250.00,3250.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311441,80.00,0.00,410000.00,0,No Insurance,N,732,Full Documentation,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,328000.00,328000.00,0.00,20070320,20070501,20370401,20070501,6.750,0.250,0.000,0.000,Minnesota,WOODBURY,55125,Y,N,Conforming,120,360,240,1845.00,1845.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311442,88.24,0.00,510000.00,25,United Guaranty Insurance,N,790,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,450000.00,450000.00,0.00,20070322,20070501,20370401,20070501,6.875,0.250,0.000,0.000,Virginia,VIRGINIA BEACH,23455,Y,N,Jumbo,120,360,240,2578.12,2578.12,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311444,80.00,999000.00,1000000.00,0,No Insurance,N,725,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,799200.00,799200.00,0.00,20070322,20070501,20370401,20070501,6.250,0.250,0.000,0.000,New York,BROOKLYN,11230,Y,N,Jumbo,120,360,240,4162.50,4162.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311445,71.30,0.00,540000.00,0,No Insurance,N,699,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,385000.00,385000.00,0.00,20070322,20070501,20370401,20070501,6.250,0.250,0.000,0.000,California,PICO RIVERA,90660,Y,N,Conforming,120,360,240,2005.21,2005.21,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311446,80.00,450000.00,455000.00,0,No Insurance,N,709,Full Asset/Stated Income,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,359986.23,360000.00,0.00,20070322,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Virginia,DUMFRIES,22025,Y,N,Conforming,120,360,240,1912.50,1912.43,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311447,80.00,635000.00,635000.00,0,No Insurance,N,693,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,505435.48,508000.00,0.00,20070323,20070501,20370401,20070501,6.375,0.250,0.000,0.000,California,ANAHEIM,92804,Y,N,Jumbo,120,360,240,2698.75,2685.13,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311448,79.45,0.00,326000.00,0,No Insurance,N,677,Full Asset/Stated Income,N,30 Year FRM,Rate-Term Refinance,Condo,Primary,1,258000.00,259000.00,0.00,20070322,20070501,20370401,20070501,5.875,0.250,0.000,0.000,Georgia,LOGANVILLE,30052,Y,N,Conforming,120,360,240,1268.02,1263.12,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311449,69.72,0.00,545000.00,0,No Insurance,N,674,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Condo,Primary,1,380000.00,380000.00,0.00,20070315,20070501,20370401,20070501,6.375,0.250,0.000,0.000,California,LOS ANGELES,90042,Y,N,Conforming,120,360,240,2018.75,2018.75,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311450,71.00,0.00,510000.00,0,No Insurance,N,714,Full Asset/Stated Income,Y,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,360000.00,362100.00,0.00,20070321,20070501,20370401,20070501,6.750,0.250,0.000,0.000,California,LYNWOOD,90262,Y,N,Conforming,120,360,240,2036.81,2025.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311451,80.00,0.00,105000.00,0,No Insurance,N,761,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,84000.00,84000.00,0.00,20070319,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Pennsylvania,PITTSBURGH,15235,Y,N,Conforming,120,360,240,446.25,446.25,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311452,50.57,0.00,1750000.00,0,No Insurance,N,693,Full Asset/Stated Income,Y,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,885000.00,885000.00,0.00,20070319,20070501,20370401,20070501,6.250,0.250,0.000,0.000,New York,PLEASANTVILLE,10570,Y,N,Jumbo,120,360,240,4609.37,4609.37,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311453,76.73,0.00,520000.00,0,No Insurance,N,761,Full Asset/Stated Income,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,399000.00,399000.00,0.00,20070320,20070501,20370401,20070501,6.250,0.250,0.000,0.000,California,LONG BEACH,90810,Y,N,Conforming,120,360,240,2078.12,2078.12,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311454,80.00,0.00,385000.00,0,No Insurance,N,753,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,307832.03,308000.00,0.00,20070320,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Washington,BELLINGHAM,98226,Y,N,Conforming,120,360,240,1604.17,1603.29,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311455,77.25,0.00,400000.00,0,No Insurance,N,761,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,309000.00,309000.00,0.00,20070320,20070501,20370401,20070501,6.375,0.250,0.000,0.000,New York,LAKE GROVE,11755,Y,N,Conforming,120,360,240,1641.56,1641.56,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311456,75.00,0.00,378000.00,0,No Insurance,N,673,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,283500.00,283500.00,0.00,20070319,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Florida,FORT LAUDERDALE,33312,Y,N,Conforming,120,360,240,1476.56,1476.56,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311457,64.00,0.00,1250000.00,0,No Insurance,N,700,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,800000.00,800000.00,0.00,20070322,20070501,20370401,20070501,6.375,0.250,0.000,0.000,New Jersey,HADDONFIELD,08033,Y,N,Jumbo,120,360,240,4250.00,4250.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311458,53.33,0.00,360000.00,0,No Insurance,N,751,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Secondary,1,192000.00,192000.00,0.00,20070323,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Arizona,BULLHEAD CITY,86429,Y,N,Conforming,120,360,240,1020.00,1020.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311459,69.60,0.00,375000.00,0,No Insurance,N,668,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,260700.00,261000.00,0.00,20070322,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Connecticut,EAST HAVEN,06512,Y,N,Conforming,120,360,240,1386.56,1384.97,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311460,80.00,0.00,450000.00,0,No Insurance,N,758,Full Asset/Stated Income,N,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,360000.00,360000.00,0.00,20070314,20070501,20370401,20070501,6.750,0.250,0.000,0.000,California,CLOVIS,93611,Y,N,Conforming,120,360,240,2025.00,2025.00,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311461,78.45,0.00,232000.00,0,No Insurance,N,682,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Condo,Primary,1,182000.00,182000.00,0.00,20070320,20070501,20370401,20070501,6.625,0.250,0.000,0.000,Illinois,ST CHARLES,60175,Y,N,Conforming,120,360,240,1004.79,1004.79,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311462,80.00,0.00,193000.00,0,No Insurance,N,758,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,154400.00,154400.00,0.00,20070320,20070501,20370401,20070501,6.875,0.250,0.000,0.000,Utah,SALT LAKE CITY,84116,Y,N,Conforming,120,360,240,884.58,884.58,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311463,68.89,0.00,675000.00,0,No Insurance,N,761,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,460684.91,465000.00,0.00,20070321,20070501,20370401,20070501,6.125,0.250,0.000,0.000,California,CORONA,92879,Y,N,Jumbo,120,360,240,2373.44,2351.41,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311464,80.00,561465.00,535000.00,0,No Insurance,N,786,Full Asset/Stated Income,N,30 Year FRM,Purchase,Condo,Secondary,1,428000.00,428000.00,0.00,20070326,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Florida,DELRAY BEACH,33446,Y,N,Jumbo,120,360,240,2318.33,2318.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311466,79.06,0.00,1170000.00,0,No Insurance,N,756,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,924934.61,925000.00,0.00,20070320,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Illinois,NORRIDGE,60706,Y,N,Jumbo,120,360,240,5010.42,5010.06,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311468,80.00,0.00,301000.00,0,No Insurance,N,751,Full Asset/Stated Income,N,30 Year FRM,Rate-Term Refinance,Condo,Primary,1,240800.00,240800.00,0.00,20070319,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Arizona,GILBERT,85234,Y,N,Conforming,120,360,240,1304.33,1304.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311469,80.00,0.00,950000.00,0,No Insurance,N,802,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Condo,Primary,1,760000.00,760000.00,0.00,20070321,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Florida,PALM BEACH GARDENS,33418,Y,N,Jumbo,120,360,240,4116.67,4116.67,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
311470,77.01,0.00,535000.00,0,No Insurance,N,689,Full Asset/Stated Income,Y,30 Year FRM,Rate-Term Refinance,Single Family Residence,Primary,1,412000.00,412000.00,0.00,20070321,20070501,20370401,20070501,6.125,0.250,0.000,0.000,Oregon,ASTORIA,97103,Y,N,Conforming,120,360,240,2102.92,2102.92,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313094,95.00,541000.00,550000.00,30,Mtge Guaranty Insurance Corp.,N,745,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,513611.74,513950.00,0.00,20070328,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Maryland,PASADENA,21122,Y,N,Jumbo,120,360,240,2676.82,2675.06,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313095,80.00,320000.00,320000.00,0,No Insurance,N,778,Full Asset/Stated Income,N,30 Year FRM,Purchase,Condo,Primary,1,256000.00,256000.00,0.00,20070328,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Virginia,ALEXANDRIA,22303,Y,N,Conforming,120,360,240,1333.33,1333.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313096,80.00,410000.00,411000.00,0,No Insurance,N,699,Full Asset/Stated Income,Y,30 Year FRM,Purchase,Single Family Residence,Primary,1,328000.00,328000.00,0.00,20070328,20070501,20370401,20070501,6.125,0.250,0.000,0.000,Maryland,COLUMBIA,21045,Y,N,Conforming,120,360,240,1674.17,1674.17,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313097,80.00,0.00,640000.00,0,No Insurance,N,704,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,512000.00,512000.00,0.00,20070309,20070501,20370401,20070501,6.250,0.250,0.000,0.000,California,LOS ANGELES,90008,Y,N,Jumbo,120,360,240,2666.67,2666.67,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313099,64.71,765000.00,765000.00,0,No Insurance,N,810,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,494058.20,495000.00,0.00,20070228,20070401,20370301,20070501,6.250,0.250,0.000,0.000,Colorado,ERIE,80516,N,N,Jumbo,0,360,360,3047.80,3047.80,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313101,80.00,729202.00,750000.00,0,No Insurance,N,752,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,582807.49,583361.00,0.00,20070330,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Virginia,FREDERICKSBURG,22401,N,N,Jumbo,0,360,360,3591.85,3591.85,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313102,68.88,0.00,979900.00,0,No Insurance,N,739,Full Asset/Stated Income,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,674817.19,675000.00,0.00,20070315,20070501,20370401,20070501,6.500,0.250,0.000,0.000,Florida,TREASURE ISLAND,33706,Y,N,Jumbo,120,360,240,3656.25,3655.26,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313103,34.87,1261816.00,1275000.00,0,No Insurance,N,764,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,440000.00,440000.00,0.00,20070328,20070501,20370401,20070501,6.250,0.250,0.000,0.000,District of Columbia,WASHINGTON,20015,Y,N,Jumbo,120,360,240,2291.67,2291.67,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313104,75.00,1285000.00,1285000.00,0,No Insurance,N,757,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,963699.00,963700.00,0.00,20070322,20070501,20370401,20070501,6.250,0.250,0.000,0.000,Illinois,CHICAGO,60618,Y,N,Jumbo,120,360,240,5019.27,5019.27,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313105,80.00,585000.00,586000.00,0,No Insurance,N,775,Full Documentation,N,30 Year FRM,Purchase,Planned unit developments,Primary,1,467566.54,468000.00,0.00,20070326,20070501,20370401,20070501,6.375,0.250,0.000,0.000,Arizona,PEORIA,85383,N,N,Jumbo,0,360,360,2919.71,2919.71,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313106,60.00,4500000.00,4500000.00,0,No Insurance,N,805,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,2697499.26,2700000.00,0.00,20070328,20070501,20370401,20070501,6.375,0.250,0.000,0.000,New York,NEW YORK,10014,N,N,Jumbo,0,360,360,16844.49,16844.49,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313108,80.00,0.00,890000.00,0,No Insurance,N,738,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Condo,Primary,1,711401.84,712000.00,0.00,20070307,20070501,20370401,20070501,6.875,0.250,0.000,0.000,Oklahoma,JENKS,74037,N,N,Jumbo,0,360,360,4677.33,4677.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313109,80.00,915000.00,915000.00,0,No Insurance,N,762,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,732000.00,732000.00,0.00,20070328,20070501,20370401,20070501,6.250,0.250,0.000,0.000,New Jersey,SEA GIRT,08750,Y,N,Jumbo,120,360,240,3812.50,3812.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313111,64.32,995000.00,995000.00,0,No Insurance,N,724,Full Documentation,N,30 Year FRM,Purchase,Single Family Residence,Primary,1,639377.96,640000.00,0.00,20070313,20070501,20370401,20070501,6.125,0.250,0.000,0.000,Colorado,DENVER,80222,N,N,Jumbo,0,360,360,3888.71,3888.71,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313113,80.00,0.00,620000.00,0,No Insurance,N,742,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,496000.00,496000.00,0.00,20070326,20070501,20370401,20070501,6.500,0.250,0.000,0.000,New York,KINGSTON,12401,Y,N,Jumbo,120,360,240,2686.67,2686.67,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313114,80.00,0.00,925000.00,0,No Insurance,N,725,Full Documentation,N,30 Year FRM,Cash-out Refinance,Single Family Residence,Primary,1,740000.00,740000.00,0.00,20070326,20070501,20370401,20070501,6.250,0.250,0.000,0.000,New York,IRVINGTON,10533,Y,N,Jumbo,120,360,240,3854.17,3854.17,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313115,80.00,561990.00,580000.00,0,No Insurance,N,629,Full Documentation,N,30 Year FRM,Purchase,Condo,Primary,1,449214.29,449592.00,0.00,20070320,20070501,20370401,20070501,6.875,0.250,0.000,0.000,Arizona,PEORIA,85383,N,N,Jumbo,0,360,360,2953.50,2953.50,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
313120,80.00,0.00,640000.00,0,No Insurance,N,763,Full Asset/Stated Income,Y,30 Year FRM,Cash-out Refinance,Condo,Primary,1,512000.00,512000.00,0.00,20070308,20070501,20370401,20070501,6.500,0.250,0.000,0.000,California,THOUSAND OAKS,91362,Y,N,Jumbo,120,360,240,2773.33,2773.33,0,0,0,0,1st Lien,American Home,Chase Mortgage,JPMMT2007-S2,1
