LOANSKEY,Original LTV,Sales Price,Original Appraisal,Mortgage Insurance Coverage,Mortgage Insurance Company,Lender Paid Flag,FICO at Origination,Documentation,Self Employed Flag,Product Category,Purpose,Property,LOANSKEY,Occupancy,Units,Scheduled Balance,Original Balance,Pledge Balance,Origination Date,First Pay Day,Maturity Date,Cut off Date,Gross Current Coupon Rate,Servicing Fee Rate,Master Servicing Fee Rate,LOANSKEY,LPMI Fee Rate,State,City,Zip,Interest Only Flag,Balloon Flag,Jumbo Flag,Original IO Term,Original Term,Original Amortization Term,Original PNI Paypent,Current PNI Payment,LOANSKEY,Times 30 Days Delinquent in last 12 months,Times 60 Days Delinquent,Times 90 Days Delinquent,Prepay Flag/Term,Lien Position,Originator,Primary Servicer,Index,Initial Rate Adjustment Period,Subsequent Rate Adjustment Period,Initial Payment Adjustmen Period,Subsequent Payment Adjustment Period,LOANSKEY,First Rate Adjustment Date,First Payment Adjustment Date,Initial Periodic Cap,Subsequent Periodic Cap,Life Cap,Margin,Max Rate,Months to Next Rate Adjustment,Months to Next Pay Adjustment,Servicing Step Up,Step up Servicing Rate
277476,53.28,0,1225000,0,No Insurance,N,757,Simply Signature,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,277476,Primary,1,648941.96,652640,0,5/6/2005,7/1/2005,6/1/2035,1/1/2007,5.75,0.25,0.0018,277476,0,Texas,DALLAS TX,75225,Y,N,Jumbo,60,360,300,3127.23,"3,109.51",277476,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277476,6/1/2010,7/1/2010,5,2,5,2.25,10.75,41,42,N,0
277483,62,0,1250000,0,No Insurance,N,816,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Condo,277483,Primary,1,756872.14,775000,0,4/15/2005,6/1/2005,5/1/2035,1/1/2007,5.375,0.25,0.0018,277483,0,Illinois,CHICAGO IL,60657,N,N,Jumbo,0,360,360,4339.78,"4,339.78",277483,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277483,5/1/2010,6/1/2010,5,2,5,2.25,10.38,40,41,N,0
277484,80,642000,650000,0,No Insurance,N,788,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,277484,Primary,1,496654.36,513600,0,12/3/2004,1/1/2005,12/1/2034,1/1/2007,4.75,0.25,0.0018,277484,0,Illinois,RIVER FOREST IL,60305,N,N,Jumbo,0,360,360,2679.18,"2,679.18",277484,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277484,12/1/2009,1/1/2010,5,2,5,2.25,9.75,35,36,N,0
277485,74.07,0,1350000,0,No Insurance,N,636,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,277485,Primary,1,968487.46,1000000,0,10/29/2004,12/1/2004,11/1/2034,1/1/2007,5.25,0.25,0.0018,277485,0,Illinois,OAK BROOK IL,60523,N,N,Jumbo,0,360,360,5522.04,"5,522.04",277485,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277485,11/1/2009,12/1/2009,5,2,5,2.25,10.25,34,35,N,0
277488,41.38,0,1450000,0,No Insurance,N,723,Full Documentation,Y,5 Year ARM,Cash-out Refinance,Single Family Residence,277488,Primary,1,579370.53,600000,0,10/13/2004,12/1/2004,11/1/2034,1/1/2007,4.75,0.25,0.0018,277488,0,Illinois,NORTHBROOK IL,60062,N,N,Jumbo,0,360,360,3129.88,"3,129.88",277488,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277488,11/1/2009,12/1/2009,5,2,5,2.25,9.75,34,35,N,0
277490,64.8,980000,1000000,0,No Insurance,N,808,Full Documentation,Y,5 Year ARM,Purchase,Condo,277490,Secondary,1,611784.05,635000,0,9/13/2004,11/1/2004,10/1/2034,1/1/2007,4.625,0.25,0.0018,277490,0,Illinois,HINSDALE IL,60521,N,N,Jumbo,0,360,360,3264.79,"3,264.79",277490,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277490,10/1/2009,11/1/2009,5,2,5,2.25,9.63,33,34,N,0
277491,80,625000,625000,0,No Insurance,N,770,Full Documentation,N,5 Year ARM,Purchase,Condo,277491,Primary,1,500000,500000,0,2/24/2005,4/1/2005,3/1/2035,1/1/2007,5.125,0.25,0.0018,277491,0,New York,BROOKLYN NY,11235,Y,N,Jumbo,60,360,300,2135.42,"2,135.42",277491,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277491,3/1/2010,4/1/2010,5,2,5,2.25,10.13,38,39,N,0
277492,80,599000,599000,0,No Insurance,N,788,Simply Signature,N,5 Year ARM,Purchase,Condo,277492,Primary,1,463044.19,479200,0,11/30/2004,1/1/2005,12/1/2034,1/1/2007,4.625,0.25,0.0018,277492,0,Illinois,CHICAGO IL,60657,N,N,Jumbo,0,360,360,2463.76,"2,463.76",277492,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277492,12/1/2009,1/1/2010,5,2,5,2.25,9.63,35,36,N,0
277493,54.95,0,910000,0,No Insurance,N,788,Reduced - No Income Verification,N,5 Year ARM,Cash-out Refinance,Planned unit developments,277493,Primary,1,483689.1,500000,0,8/9/2004,10/1/2004,9/1/2034,1/1/2007,5.5,0.25,0.0018,277493,0,Illinois,ST CHARLES IL,60174,N,N,Jumbo,0,360,360,2838.95,"2,838.95",277493,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277493,9/1/2009,10/1/2009,5,2,5,2.25,10.5,32,33,N,0
277494,54.79,1825000,1850000,0,No Insurance,N,797,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,277494,Primary,1,954456.93,1000000,0,8/23/2004,10/1/2004,9/1/2034,1/1/2007,4.875,0.25,0.0018,277494,0,Illinois,CHICAGO IL,60611,N,N,Jumbo,0,360,360,5292.08,"5,292.08",277494,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277494,9/1/2009,10/1/2009,5,2,5,2.25,9.88,32,33,N,0
277495,30.08,1995000,2000000,0,No Insurance,N,812,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,277495,Primary,1,574301.37,600000,0,4/30/2004,6/1/2004,5/1/2034,1/1/2007,4.75,0.25,0.0018,277495,0,Illinois,CHICAGO IL,60614,N,N,Jumbo,0,360,360,3129.88,"3,129.88",277495,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277495,5/1/2009,6/1/2009,5,2,5,2.25,9.75,28,29,N,0
277501,65,1450000,1450000,0,No Insurance,N,758,Simply Signature,N,5 Year ARM,Purchase,Condo,277501,Primary,1,942500,942500,0,5/17/2005,7/1/2005,6/1/2035,1/1/2007,5.25,0.25,0.0018,277501,0,Florida,LONGBOAT KEY FL,34228,Y,N,Jumbo,60,360,300,4123.44,"4,123.44",277501,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277501,6/1/2010,7/1/2010,5,2,5,2.25,10.25,41,42,N,0
277503,80,602500,602500,0,No Insurance,N,814,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277503,Primary,1,481781.79,482000,0,5/25/2005,7/1/2005,6/1/2035,1/1/2007,5.25,0.25,0.0018,277503,0,Florida,BRADENTON FL,34202,Y,N,Jumbo,60,360,300,2108.75,"2,107.80",277503,1,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277503,6/1/2010,7/1/2010,5,2,5,2.25,10.25,41,42,N,0
277505,70,1265000,1265000,0,No Insurance,N,772,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,277505,Primary,1,885331.8,885500,0,5/19/2005,7/1/2005,6/1/2035,1/1/2007,5.25,0.25,0.0018,277505,0,Florida,OSPREY FL,34229,Y,N,Jumbo,60,360,300,3874.06,"3,873.33",277505,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277505,6/1/2010,7/1/2010,5,2,5,2.25,10.25,41,42,N,0
277506,75,962000,970000,0,No Insurance,N,704,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277506,Primary,1,695072.35,721500,0,11/24/2004,1/1/2005,12/1/2034,1/1/2007,4.625,0.25,0.0018,277506,0,Illinois,ELMHURST IL,60126,N,N,Jumbo,0,360,360,3709.52,"3,709.52",277506,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277506,12/1/2009,1/1/2010,5,2,5,2.25,9.63,35,36,N,0
277507,66.67,1650000,1675000,0,No Insurance,N,670,Full Documentation,N,5 Year ARM,Purchase,Condo,277507,Primary,1,1100000,1100000,0,4/19/2005,6/1/2005,5/1/2035,1/1/2007,5.625,0.25,0.0018,277507,0,Florida,SARASOTA FL,34236,Y,N,Jumbo,60,360,300,5156.25,"5,156.25",277507,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277507,5/1/2010,6/1/2010,5,2,5,2.25,10.63,40,41,N,0
277509,61.54,1300000,1300000,0,No Insurance,N,739,Full Documentation,Y,5 Year ARM,Purchase,Condo,277509,Primary,1,800000,800000,0,4/28/2005,6/1/2005,5/1/2035,1/1/2007,5.5,0.25,0.0018,277509,0,Florida,NAPLES FL,34102,Y,N,Jumbo,60,360,300,3666.67,"3,666.67",277509,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277509,5/1/2010,6/1/2010,5,2,5,2.25,10.5,40,41,N,0
277510,70,1000000,1000000,0,No Insurance,N,766,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,277510,Primary,1,700000,700000,0,3/31/2005,5/1/2005,4/1/2035,1/1/2007,5.25,0.25,0.0018,277510,0,Florida,PALMETTO FL,34221,Y,N,Jumbo,60,360,300,3062.5,"3,062.50",277510,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277510,4/1/2010,5/1/2010,5,2,5,2.25,10.25,39,40,N,0
277512,77.64,837250,837250,0,No Insurance,N,692,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,277512,Primary,1,650000,650000,0,5/12/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,277512,0,Florida,FORT MYERS FL,33908,Y,N,Jumbo,60,360,300,2979.17,"2,979.17",277512,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277512,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
277513,57.35,0,1700000,0,No Insurance,N,804,Reduced - No Income Verification,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,277513,Primary,1,948593.97,975000,0,1/26/2005,3/1/2005,2/1/2035,1/1/2007,5.375,0.25,0.0018,277513,0,Illinois,LIBERTYVILLE IL,60048,N,N,Jumbo,0,360,360,5459.72,"5,459.72",277513,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277513,2/1/2010,3/1/2010,5,2,5,2.25,10.38,37,38,N,0
277514,67.24,1499000,1499000,0,No Insurance,N,769,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277514,Primary,1,1007444,1008000,0,5/12/2005,7/1/2005,6/1/2035,1/1/2007,5.5,0.25,0.0018,277514,0,Florida,NAPLES FL,34113,Y,N,Jumbo,60,360,300,4620,"4,617.85",277514,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277514,6/1/2010,7/1/2010,5,2,5,2.25,10.5,41,42,N,0
277515,68.29,700000,778000,0,No Insurance,N,674,Streamline,N,5 Year ARM,Purchase,Single Family Residence,277515,Primary,1,459687.04,478000,0,6/7/2004,8/1/2004,7/1/2034,1/1/2007,5,0.25,0.0018,277515,0,Illinois,SPRING GROVE IL,60081,N,N,Jumbo,0,360,360,2566.01,"2,566.01",277515,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277515,7/1/2009,8/1/2009,5,2,5,2.25,10,30,31,N,0
277516,80,799000,799000,0,No Insurance,N,752,Full Documentation,N,5 Year ARM,Purchase,Condo,277516,Primary,1,622881.35,639200,0,3/30/2005,5/1/2005,4/1/2035,1/1/2007,5.375,0.25,0.0018,277516,0,Florida,NAPLES FL,34102,Y,N,Jumbo,60,360,300,2863.08,"2,794.47",277516,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277516,4/1/2010,5/1/2010,5,2,5,2.25,10.38,39,40,N,0
277518,80,660000,660000,0,No Insurance,N,804,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,277518,Primary,1,528000,528000,0,4/29/2005,6/1/2005,5/1/2035,1/1/2007,5.25,0.25,0.0018,277518,0,Florida,ESTERO FL,33928,Y,N,Jumbo,60,360,300,2310,"2,310.00",277518,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277518,5/1/2010,6/1/2010,5,2,5,2.25,10.25,40,41,N,0
277520,80,650000,650000,0,No Insurance,N,799,Full Documentation,N,5 Year ARM,Purchase,Condo,277520,Primary,1,520000,520000,0,1/20/2005,3/1/2005,2/1/2035,1/1/2007,5.125,0.25,0.0018,277520,0,Florida,CORTEZ FL,34215,Y,N,Jumbo,60,360,300,2220.83,"2,220.83",277520,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277520,2/1/2010,3/1/2010,5,2,5,2.25,10.13,37,38,N,0
277522,46.73,0,2200000,0,No Insurance,N,702,Simply Signature,Y,5 Year ARM,Rate-Term Refinance,Single Family Residence,277522,Secondary,1,1028000,1028000,0,2/7/2005,4/1/2005,3/1/2035,1/1/2007,5.125,0.25,0.0018,277522,0,Maine,DEER ISLE ME,4627,Y,N,Jumbo,60,360,300,4390.42,"4,390.42",277522,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277522,3/1/2010,4/1/2010,5,2,5,2.25,10.13,38,39,N,0
277523,41.67,1200000,1200000,0,No Insurance,N,737,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,277523,Primary,1,191144.94,500000,0,11/29/2004,1/1/2005,12/1/2034,1/1/2007,4.75,0.25,0.0018,277523,0,Illinois,PALOS PARK IL,60464,N,N,Jumbo,0,360,360,2608.24,"1,031.13",277523,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277523,12/1/2009,1/1/2010,5,2,5,2.25,9.75,35,36,N,0
277524,55.85,0,1325000,0,No Insurance,N,703,Simply Signature,Y,5 Year ARM,Rate-Term Refinance,Condo,277524,Primary,1,740000,740000,0,1/3/2005,2/1/2005,1/1/2035,1/1/2007,5.25,0.25,0.0018,277524,0,Florida,SARASOTA FL,34236,Y,N,Jumbo,60,360,300,3237.5,"3,237.50",277524,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277524,1/1/2010,2/1/2010,5,2,5,2.25,10.25,36,37,N,0
277525,75,850000,858000,0,No Insurance,N,734,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,277525,Primary,1,613599.16,637500,0,6/17/2004,8/1/2004,7/1/2034,1/1/2007,5.125,0.25,0.0018,277525,0,Illinois,WINNETKA IL,60093,N,N,Jumbo,0,360,360,3471.1,"3,471.10",277525,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277525,7/1/2009,8/1/2009,5,2,5,2.25,10.13,30,31,N,0
277526,80,610000,610000,0,No Insurance,N,706,Simply Signature,N,5 Year ARM,Purchase,Condo,277526,Primary,1,488000,488000,0,1/4/2005,3/1/2005,2/1/2035,1/1/2007,5.125,0.25,0.0018,277526,0,Florida,BRADENTON BEACH FL,34217,Y,N,Jumbo,60,360,300,2084.17,"2,084.17",277526,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277526,2/1/2010,3/1/2010,5,2,5,2.25,10.13,37,38,N,0
277527,80,0,625000,0,No Insurance,N,795,Full Documentation,N,5 Year ARM,Cash-out Refinance,Single Family Residence,277527,Primary,1,460642.56,500000,0,4/30/2004,6/1/2004,5/1/2034,1/1/2007,4.5,0.25,0.0018,277527,0,Illinois,NAPERVILLE IL,60564,N,N,Jumbo,0,360,360,2533.43,"2,533.43",277527,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277527,5/1/2009,6/1/2009,5,2,5,2.25,9.5,28,29,N,0
277528,80,650000,650000,0,No Insurance,N,748,Simply Signature,Y,5 Year ARM,Purchase,Planned unit developments,277528,Primary,1,513175.13,520000,0,12/6/2004,2/1/2005,1/1/2035,1/1/2007,5.25,0.25,0.0018,277528,0,Florida,BRADENTON FL,34202,Y,N,Jumbo,60,360,300,2275,"2,245.14",277528,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277528,1/1/2010,2/1/2010,5,2,5,2.25,10.25,36,37,N,0
277530,68.75,1600000,1600000,0,No Insurance,N,798,Full Documentation,Y,5 Year ARM,Purchase,Single Family Residence,277530,Primary,1,850000,1100000,0,3/15/2005,5/1/2005,4/1/2035,1/1/2007,5,0.25,0.0018,277530,0,Florida,NAPLES FL,34102,Y,N,Jumbo,60,360,300,4583.33,"3,541.67",277530,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277530,4/1/2010,5/1/2010,5,2,5,2.25,10,39,40,N,0
277531,51.85,0,1350000,0,No Insurance,N,786,Simply Signature,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,277531,Primary,1,700000,700000,0,2/7/2005,4/1/2005,3/1/2035,1/1/2007,5,0.25,0.0018,277531,0,Florida,NAPLES FL,34114,Y,N,Jumbo,60,360,300,2916.67,"2,916.67",277531,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277531,3/1/2010,4/1/2010,5,2,5,2.25,10,38,39,N,0
277533,49.07,0,1222800,0,No Insurance,N,792,Reduced - No Income Verification,N,5 Year ARM,Rate-Term Refinance,Planned unit developments,277533,Primary,1,499999,600000,0,2/2/2005,3/1/2005,2/1/2035,1/1/2007,4.875,0.25,0.0018,277533,0,Florida,NAPLES FL,34108,Y,N,Jumbo,60,360,300,2437.5,"2,031.25",277533,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277533,2/1/2010,3/1/2010,5,2,5,2.25,9.88,37,38,N,0
277535,50.98,1275000,1550000,0,No Insurance,N,714,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277535,Secondary,1,604283.44,650000,0,3/28/2005,5/1/2005,4/1/2035,1/1/2007,5.75,0.25,0.0018,277535,0,Florida,NAPLES FL,34113,Y,N,Jumbo,60,360,300,3114.58,"2,895.52",277535,1,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277535,4/1/2010,5/1/2010,5,2,5,2.25,10.75,39,40,N,0
277538,70,930000,930000,0,No Insurance,N,770,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,277538,Primary,1,477900.16,651000,0,1/31/2005,3/1/2005,2/1/2035,1/1/2007,5.125,0.25,0.0018,277538,0,Florida,NAPLES FL,34102,Y,N,Jumbo,60,360,300,2780.31,"2,039.88",277538,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277538,2/1/2010,3/1/2010,5,2,5,2.25,10.13,37,38,N,0
277540,60.59,1190000,1190000,0,No Insurance,N,778,Simply Signature,N,5 Year ARM,Purchase,Planned unit developments,277540,Primary,1,720879.63,721000,0,1/14/2005,3/1/2005,2/1/2035,1/1/2007,5.25,0.25,0.0018,277540,0,Florida,NAPLES FL,34108,Y,N,Jumbo,60,360,300,3154.38,"3,153.85",277540,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277540,2/1/2010,3/1/2010,5,2,5,2.25,10.25,37,38,N,0
277545,79.97,742804,742804,0,No Insurance,N,787,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277545,Primary,1,593988.55,594000,0,1/14/2005,3/1/2005,2/1/2035,1/1/2007,5.25,0.25,0.0018,277545,0,Florida,SARASOTA FL,34236,Y,N,Jumbo,60,360,300,2598.75,"2,598.71",277545,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277545,2/1/2010,3/1/2010,5,2,5,2.25,10.25,37,38,N,0
277553,70,919000,919000,0,No Insurance,N,771,Simply Signature,Y,5 Year ARM,Purchase,Condo,277553,Secondary,1,643300,643300,0,1/5/2005,3/1/2005,2/1/2035,1/1/2007,5.25,0.25,0.0018,277553,0,Florida,MARCO ISLAND FL,34145,Y,N,Jumbo,60,360,300,2814.44,"2,814.44",277553,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277553,2/1/2010,3/1/2010,5,2,5,2.25,10.25,37,38,N,0
277571,66.67,1500000,1500000,0,No Insurance,N,749,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277571,Primary,1,1000000,1000000,0,5/25/2005,7/1/2005,6/1/2035,1/1/2007,5.375,0.25,0.0018,277571,0,Florida,BAY HARBOR ISLAND FL,33154,Y,N,Jumbo,60,360,300,4479.17,"4,479.17",277571,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277571,6/1/2010,7/1/2010,5,2,5,2.25,10.38,41,42,N,0
277573,68.81,962000,962000,0,No Insurance,N,741,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277573,Primary,1,660995.61,662000,0,5/11/2005,7/1/2005,6/1/2035,1/1/2007,5.25,0.25,0.0018,277573,0,Florida,MIAMI FL,33173,Y,N,Jumbo,60,360,300,2896.25,"2,891.86",277573,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277573,6/1/2010,7/1/2010,5,2,5,2.25,10.25,41,42,N,0
277574,70,835000,835000,0,No Insurance,N,765,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,277574,Primary,1,584500,584500,0,4/18/2005,6/1/2005,5/1/2035,1/1/2007,5.625,0.25,0.0018,277574,0,Florida,CORAL GABLES FL,33134,Y,N,Jumbo,60,360,300,2739.84,"2,739.84",277574,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277574,5/1/2010,6/1/2010,5,2,5,2.25,10.63,40,41,N,0
277576,65.65,1550000,1550000,0,No Insurance,N,663,Simply Signature,Y,5 Year ARM,Purchase,Condo,277576,Primary,1,1017500,1017500,0,3/11/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,277576,0,Florida,KEY BISCAYNE FL,33149,Y,N,Jumbo,60,360,300,4345.57,"4,345.57",277576,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277576,4/1/2010,5/1/2010,5,2,5,2.25,10.13,39,40,N,0
277578,67.16,1340000,1340000,0,No Insurance,N,812,Simply Signature,Y,5 Year ARM,Purchase,Condo,277578,Secondary,1,900000,900000,0,1/28/2005,3/1/2005,2/1/2035,1/1/2007,5.125,0.25,0.0018,277578,0,Florida,MIAMI FL,33131,Y,N,Jumbo,60,360,300,3843.75,"3,843.75",277578,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277578,2/1/2010,3/1/2010,5,2,5,2.25,10.13,37,38,N,0
277580,58.33,0,840000,0,No Insurance,N,722,Simply Signature,N,5 Year ARM,Rate-Term Refinance,Single Family Residence,277580,Primary,1,490000,490000,0,4/27/2005,7/1/2005,6/1/2035,1/1/2007,5.625,0.25,0.0018,277580,0,Florida,CORAL GABLES FL,33146,Y,N,Jumbo,60,360,300,2296.88,"2,296.88",277580,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277580,6/1/2010,7/1/2010,5,2,5,2.25,10.63,41,42,N,0
277582,60,1700000,1700000,0,No Insurance,N,796,Full Documentation,N,5 Year ARM,Purchase,Single Family Residence,277582,Primary,1,1020000,1020000,0,3/31/2005,5/1/2005,4/1/2035,1/1/2007,5.125,0.25,0.0018,277582,0,Florida,KEY BISCAYNE FL,33149,Y,N,Jumbo,60,360,300,4356.25,"4,356.25",277582,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277582,4/1/2010,5/1/2010,5,2,5,2.25,10.13,39,40,N,0
277584,45.45,2750000,2750000,0,No Insurance,N,731,Simply Signature,Y,5 Year ARM,Purchase,Single Family Residence,277584,Primary,1,1250000,1250000,0,2/10/2005,4/1/2005,3/1/2035,1/1/2007,4.875,0.25,0.0018,277584,0,Florida,KEY BISCAYNE FL,33149,Y,N,Jumbo,60,360,300,5078.13,"5,078.13",277584,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277584,3/1/2010,4/1/2010,5,2,5,2.5,9.88,38,39,N,0
277586,68.62,1418000,1418000,0,No Insurance,N,691,Simply Signature,N,5 Year ARM,Purchase,Condo,277586,Primary,1,972765.9,973000,0,1/21/2005,3/1/2005,2/1/2035,1/1/2007,4.875,0.25,0.0018,277586,0,Florida,KEY BISCAYNE FL,33149,Y,N,Jumbo,60,360,300,3952.81,"3,951.89",277586,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277586,2/1/2010,3/1/2010,5,2,5,2.25,9.88,37,38,N,0
277589,47.22,0,1800000,0,No Insurance,N,798,Simply Signature,Y,5 Year ARM,Cash-out Refinance,Planned unit developments,277589,Primary,1,850000,850000,0,1/13/2005,3/1/2005,2/1/2035,1/1/2007,5.125,0.25,0.0018,277589,0,Florida,MIAMI FL,33156,Y,N,Jumbo,60,360,300,3630.21,"3,630.21",277589,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277589,2/1/2010,3/1/2010,5,2,5,2.25,10.13,37,38,N,0
277591,54.99,0,1800000,0,No Insurance,N,796,Simply Signature,Y,5 Year ARM,Rate-Term Refinance,Planned unit developments,277591,Primary,1,950000,989895,0,1/14/2005,3/1/2005,2/1/2035,1/1/2007,4.875,0.25,0.0018,277591,0,Florida,PALM BEACH GARDENS FL,33418,Y,N,Jumbo,60,360,300,4021.45,"3,876.38",277591,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277591,2/1/2010,3/1/2010,5,2,5,2.25,9.88,37,38,N,0
277595,80,830000,830000,0,No Insurance,N,714,Simply Signature,N,5 Year ARM,Purchase,Single Family Residence,277595,Primary,1,664000,664000,0,10/27/2004,12/1/2004,11/1/2034,1/1/2007,5,0.25,0.0018,277595,0,Florida,CORAL GABLES FL,33146,Y,N,Jumbo,60,360,300,2766.67,"2,766.67",277595,0,0,0,N,1st Lien,Chase Mortgage,Chase Mortgage,Libor - 1 Year,60,12,61,12,277595,11/1/2009,12/1/2009,5,2,5,2.25,10,34,35,N,0
