GSANUM,ABSDELQ,ACAP,ACTBAL,AGE,APPR,ARMFLAG,ASOFDATE,ATERM,BALLFLAG,GSANUM,CITY,DTI,EMPLOY,FACAP,FDUEDATE,FHFLAG,FICO,FPCDT,FRADJPER,GSANUM,FRCDT,FRECAST,GROUP,GS_INDEXLIT,GS_PPLIT,GSOLTV,INCOME,IOFLAG,IOTERM,GSANUM,IRATE,LCAP,LIEN,LPMIFEE,LPMIFLAG,MARGIN,MAXRATE,MDATE,MICOLIT,MICOV,MIFLAG,MINOPI,MINRATE,GSANUM,MTM_DOCLIT,MTM_OCCLIT,MTM_ORIGINATOR,MTM_PRODLIT,MTM_PROPLIT,GSANUM,MTM_PURPLIT,MTR,NEGAMFLAG,NEGAMLIMIT,NPCDT,NRATE,NRCDT,OATERM,OBAL,GSANUM,ODATE,OPI,ORATE,OTERM,PBAL,PCAP,PDATE,PI,PPOFLAG,PPOTERM,PRICE,GSANUM,RADJPER,RATE,RECAST,RTERM,SCHEDBAL,MTM_SERVICER,SILENT,SPCOLTV,SRLIEN,STATE,SUBLIEN,GSANUM,TRATE,TTERM,UNITS,ZIP
6687876,CURRENT,0,253000,1,655000,FIXED,3/1/2007,359,N,6687876,LARGO,53.04,Y,0,3/1/2007,N,681,00/00/0000,0,6687876,00/00/0000,,GROUP1,,HE6MO80PCT,38.63,9000,N,0,6687876,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6687876,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6687876,CASHOUT REFI,0,N,0,00/00/0000,6.215,00/00/0000,360,253000,6687876,1/12/2007,1636.76,6.725,360,252781.09,,2/1/2007,1636.76,Y,36,0,6687876,0,6.725,,359,252781.09,AVELO,Y,50.84,0,FL,80000,6687876,,0,1,33774
6688575,CURRENT,1.5,536000,1,710000,ARM,3/1/2007,0,N,6688575,GILBERT,47.46,Y,2,3/1/2007,N,628,3/1/2009,24,6688575,2/1/2009,,GROUP2,6ML,5%4%3%,80,14611.99,Y,60,6688575,,7,1,0,N,6.05,15.25,2/1/2037,,0,N,,8.25,6688575,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,PUD,6688575,PURCHASE,23,N,0,3/1/2009,7.74,2/1/2009,360,536000,6688575,1/12/2007,3685,8.25,360,536000,,2/1/2007,3685,Y,12,670000,6688575,6,8.25,,359,536000,AVELO,Y,100,0,AZ,134000,6688575,,0,1,85234
6686181,CURRENT,0,52984.42,2,265000,FIXED,3/1/2007,358,N,6686181,MACOMB,48.04,N,0,2/1/2007,N,607,00/00/0000,0,6686181,00/00/0000,,GROUP2,,1PER,20,6666.66,N,0,6686181,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6686181,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686181,PURCHASE,0,N,0,00/00/0000,11.59,00/00/0000,360,53000,6686181,12/12/2006,549.25,12.1,360,52969.43,,2/1/2007,549.25,Y,24,265000,6686181,0,12.1,,358,52969.43,AVELO,N,100,212000,MI,0,6686181,,0,1,48044
6683458,CURRENT,0,23786.47,2,119000,FIXED,3/1/2007,358,N,6683458,MEMPHIS,37.11,Y,0,2/1/2007,N,642,00/00/0000,0,6683458,00/00/0000,,GROUP1,,HE6MO80PCT,20,2500,N,0,6683458,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6683458,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683458,CASHOUT REFI,0,N,0,00/00/0000,8.3,00/00/0000,360,23800,6683458,12/5/2006,188.26,8.81,360,23772.84,,2/1/2007,188.26,Y,36,0,6683458,0,8.81,,358,23772.84,AVELO,N,100,95200,TN,0,6683458,,0,1,38115
6688807,CURRENT,0,208010,1,250000,FIXED,3/1/2007,599,Y,6688807,SACRAMENTO,37.03,N,0,3/1/2007,N,645,00/00/0000,0,6688807,00/00/0000,,GROUP1,,HE6MO80PCT,83.2,4382.37,N,0,6688807,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6688807,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 50/30,SINGLE FAMILY,6688807,CASHOUT REFI,0,N,0,00/00/0000,6.44,00/00/0000,600,208010,6688807,1/5/2007,1243.62,6.95,360,207971.1,,2/1/2007,1243.62,Y,36,0,6688807,0,6.95,,359,207971.1,AVELO,N,83.2,0,CA,0,6688807,,0,1,95824
6688427,CURRENT,1.5,429570.57,1,740000,ARM,3/1/2007,479,Y,6688427,ELK GROVE,48.87,N,2,3/1/2007,N,602,3/1/2009,24,6688427,2/1/2009,,GROUP2,6ML,HE6MO80PCT,58.11,6639.32,N,0,6688427,,7,1,0,N,5.95,13.1,2/1/2037,,0,N,,6.1,6688427,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6688427,CASHOUT REFI,23,N,0,3/1/2009,5.59,2/1/2009,480,430000,6688427,1/8/2007,2395.97,6.1,360,429781.82,,4/1/2007,2395.97,Y,24,0,6688427,6,6.1,,359,429781.82,AVELO,N,58.11,0,CA,0,6688427,,0,1,95758
6686462,CURRENT,0,78400,1,98000,FIXED,3/1/2007,359,N,6686462,ARLINGTON,17.06,N,0,3/1/2007,N,628,00/00/0000,0,6686462,00/00/0000,,GROUP1,,NA,80,8224.38,N,0,6686462,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686462,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686462,CASHOUT REFI,0,N,0,00/00/0000,5.83,00/00/0000,360,78400,6686462,1/12/2007,487.33,6.34,360,78326.88,,2/1/2007,487.33,N,0,0,6686462,0,6.34,,359,78326.88,AVELO,N,80,0,TX,0,6686462,,0,1,76010
6684504,CURRENT,1.5,99961.79,2,304000,ARM,3/1/2007,478,Y,6684504,LOS ANGELES,49.76,N,2,2/1/2007,N,705,2/1/2009,24,6684504,1/1/2009,,GROUP2,6ML,HE6MO80PCT,32.89,5332.83,N,0,6684504,,7,1,0,N,6.25,13.99,1/1/2037,,0,N,,6.99,6684504,FULL DOC,INVESTOR,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6684504,CASHOUT REFI,22,N,0,2/1/2009,6.48,1/1/2009,480,100000,6684504,12/13/2006,620.71,6.99,360,99923.36,,2/1/2007,620.71,Y,24,0,6684504,6,6.99,,358,99923.36,AVELO,N,32.89,0,CA,0,6684504,,0,1,90011
6688098,CURRENT,1.5,312300,1,347000,ARM,3/1/2007,479,Y,6688098,CENTRAL FALLS,47.03,N,2,3/1/2007,N,778,3/1/2009,24,6688098,2/1/2009,,GROUP1,6ML,2PER,90,8149.26,N,0,6688098,,7,1,0,N,6.05,15.525,2/1/2037,,0,N,,8.525,6688098,FULL DOC,INVESTOR,NEW CENTURY,2 YR ARM BALLOON 40/30,3-4 FAMILY,6688098,PURCHASE,23,N,0,3/1/2009,8.015,2/1/2009,480,312300,6688098,1/8/2007,2295.4,8.525,360,312223.23,,2/1/2007,2295.4,Y,12,347000,6688098,6,8.525,,359,312223.23,AVELO,N,90,0,RI,0,6688098,,0,4,2863
6686149,CURRENT,0,50000,1,106000,FIXED,3/1/2007,479,Y,6686149,WYOMING,32.23,Y,0,3/1/2007,N,509,00/00/0000,0,6686149,00/00/0000,,GROUP1,,1PER,47.17,2000,N,0,6686149,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686149,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED BALLOON 40/30,SINGLE FAMILY,6686149,CASHOUT REFI,0,N,0,00/00/0000,9.865,00/00/0000,480,50000,6686149,1/10/2007,439.35,10.375,360,49992.94,,2/1/2007,439.35,Y,36,0,6686149,0,10.375,,359,49992.94,AVELO,N,47.17,0,MI,0,6686149,,0,1,49509
6687322,CURRENT,1.5,165500,1,237000,ARM,3/1/2007,479,Y,6687322,PEORIA,23.39,N,2,3/1/2007,N,688,3/1/2009,24,6687322,2/1/2009,,GROUP2,6ML,5%4%3%,69.83,4232,N,0,6687322,,7,1,0,N,6.05,12.95,2/1/2037,,0,N,,5.95,6687322,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6687322,CASHOUT REFI,23,N,0,3/1/2009,5.44,2/1/2009,480,165500,6687322,1/5/2007,904.85,5.95,360,165415.75,,2/1/2007,904.85,Y,24,0,6687322,6,5.95,,359,165415.75,AVELO,N,69.83,0,AZ,0,6687322,,0,1,85345
6686372,CURRENT,0,70745.48,1,88500,FIXED,3/1/2007,359,N,6686372,DALLAS,34.83,N,0,3/1/2007,N,626,00/00/0000,0,6686372,00/00/0000,,GROUP1,,NA,80,3929.85,N,0,6686372,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686372,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686372,CASHOUT REFI,0,N,0,00/00/0000,6.805,00/00/0000,360,70800,6686372,1/18/2007,486.11,7.315,360,70745.48,,3/1/2007,486.11,N,0,0,6686372,0,7.315,,359,70745.48,AVELO,N,80,0,TX,0,6686372,,0,1,75217
6686878,CURRENT,1.5,116767.3,1,130000,ARM,3/1/2007,577,Y,6686878,RICHMOND,34.82,N,2,3/1/2007,N,634,3/1/2010,36,6686878,2/1/2010,,GROUP1,6ML,HE6MO80PCT,90,4318.49,N,0,6686878,,7,1,0,N,6.05,16,2/1/2037,,0,N,,9,6686878,FULL DOC,OWNER OCCUPIED,NEW CENTURY,3 YR ARM BALLOON 50/30,PUD,6686878,RATE/TERM REFI,35,N,0,3/1/2010,8.49,2/1/2010,600,117000,6686878,1/10/2007,887.53,9,360,116755.52,,2/1/2007,887.53,Y,36,0,6686878,6,9,,359,116755.52,AVELO,N,90,0,TX,0,6686878,,0,1,77469
6688514,CURRENT,1.5,479200,1,600000,ARM,3/1/2007,0,N,6688514,PLEASANT HILL,34.32,Y,2,3/1/2007,N,659,3/1/2009,24,6688514,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,15750,Y,60,6688514,,7,1,0,N,6.15,14.725,2/1/2037,,0,N,,7.725,6688514,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6688514,PURCHASE,23,N,0,3/1/2009,7.215,2/1/2009,360,479200,6688514,1/10/2007,3084.85,7.725,360,479200,,2/1/2007,3084.85,Y,24,599000,6688514,6,7.725,,359,479200,AVELO,Y,100,0,CA,119800,6688514,,0,1,94523
6686498,CURRENT,1.5,82446,1,177000,ARM,3/1/2007,359,N,6686498,SAINT PAUL,26.12,N,2,3/1/2007,N,536,3/1/2009,24,6686498,2/1/2009,,GROUP2,6ML,2%VS2MOINT,46.58,3216.88,N,0,6686498,,7,1,0,N,6.25,15.15,2/1/2037,,0,N,,8.15,6686498,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6686498,CASHOUT REFI,23,N,0,3/1/2009,7.64,2/1/2009,360,82446,6686498,1/17/2007,613.61,8.15,360,82392.34,,2/1/2007,613.61,Y,24,0,6686498,6,8.15,,359,82392.34,AVELO,N,46.58,0,MN,0,6686498,,0,1,55103
6686322,CURRENT,0,67200,1,84000,FIXED,3/1/2007,359,N,6686322,EL PASO,19.64,N,0,3/1/2007,N,614,00/00/0000,0,6686322,00/00/0000,,GROUP1,,NA,80,3462.45,N,0,6686322,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686322,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686322,CASHOUT REFI,0,N,0,00/00/0000,7.215,00/00/0000,360,67200,6686322,1/17/2007,480.27,7.725,360,67152.33,,2/1/2007,480.27,N,0,0,6686322,0,7.725,,359,67152.33,AVELO,N,80,0,TX,0,6686322,,0,1,79925
6685083,CURRENT,0,198678.35,2,265000,FIXED,3/1/2007,358,N,6685083,RANDALLSTOWN,33.05,Y,0,2/1/2007,N,539,00/00/0000,0,6685083,00/00/0000,,GROUP1,,NA,75,6400,N,0,6685083,,0,1,0,N,0,0,1/1/2037,,0,N,,0,6685083,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6685083,CASHOUT REFI,0,N,0,00/00/0000,10.44,00/00/0000,360,198750,6685083,12/19/2006,1885.24,10.95,360,198606.05,,2/1/2007,1885.24,N,0,0,6685083,0,10.95,,358,198606.05,AVELO,N,75,0,MD,0,6685083,,0,1,21133
6687768,CURRENT,1.5,234000,1,260000,ARM,3/1/2007,479,Y,6687768,TEMPLE HILLS,49.32,N,2,3/1/2007,N,674,3/1/2010,36,6687768,2/1/2010,,GROUP1,6ML,NA,90,8695.14,N,0,6687768,,7,1,0,N,6.3,15.086,2/1/2037,,0,N,,8.086,6687768,FULL DOC,INVESTOR,NEW CENTURY,3 YR ARM BALLOON 40/30,PUD,6687768,CASHOUT REFI,35,N,0,3/1/2010,7.576,2/1/2010,480,234000,6687768,1/10/2007,1642.15,8.086,360,233934.62,,2/1/2007,1642.15,N,0,0,6687768,6,8.086,,359,233934.62,AVELO,N,90,0,MD,0,6687768,,0,1,20748
6683396,CURRENT,0,21951.87,3,110000,FIXED,3/1/2007,357,N,6683396,CROSSETT,32.41,N,0,1/1/2007,N,720,00/00/0000,0,6683396,00/00/0000,,GROUP1,,HE6MO80PCT,20,5579.15,N,0,6683396,,0,2,0,N,0,0,12/1/2036,,0,N,,0,6683396,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683396,PURCHASE,0,N,0,00/00/0000,7.74,00/00/0000,360,21980,6683396,11/28/2006,165.13,8.25,360,21937.66,,2/1/2007,165.13,Y,36,109900,6683396,0,8.25,,357,21937.66,AVELO,N,100,87920,AR,0,6683396,,0,1,71635
6684101,CURRENT,0,55983.25,2,285000,FIXED,3/1/2007,358,N,6684101,EL CENTRO,36.26,Y,0,2/1/2007,N,641,00/00/0000,0,6684101,00/00/0000,,GROUP2,,HE6MO80PCT,20,6500,N,0,6684101,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6684101,STATED DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,PUD,6684101,PURCHASE,0,N,0,00/00/0000,11.29,00/00/0000,360,56000,6684101,12/26/2006,567.42,11.8,360,55966.33,,2/1/2007,567.42,Y,24,280000,6684101,0,11.8,,358,55966.33,AVELO,N,100,224000,CA,0,6684101,,0,1,92243
6684365,CURRENT,0,79653.03,2,101000,FIXED,3/1/2007,178,N,6684365,ARLINGTON,39.86,N,0,2/1/2007,N,649,00/00/0000,0,6684365,00/00/0000,,GROUP2,,NA,79.21,3813.8,N,0,6684365,,0,1,0,N,0,0,1/1/2022,,0,N,,0,6684365,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6684365,CASHOUT REFI,0,N,0,00/00/0000,6.74,00/00/0000,180,80000,6684365,12/28/2006,730.3,7.25,180,79403.97,,2/1/2007,730.3,N,0,0,6684365,0,7.25,,178,79403.97,AVELO,N,79.21,0,TX,0,6684365,,0,1,76010
6686748,CURRENT,0,104924,1,140000,FIXED,3/1/2007,359,N,6686748,FRIENDSWOOD,27.85,N,0,3/1/2007,N,608,00/00/0000,0,6686748,00/00/0000,,GROUP2,,NA,75,3890.05,N,0,6686748,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686748,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,PUD,6686748,CASHOUT REFI,0,N,0,00/00/0000,7.115,00/00/0000,360,105000,6686748,1/11/2007,743.19,7.625,360,104924,,3/1/2007,743.19,N,0,0,6686748,0,7.625,,359,104924,AVELO,N,75,0,TX,0,6686748,,0,1,77546
6683808,CURRENT,0,35463.45,2,177400,FIXED,3/1/2007,358,N,6683808,TAMPA,48.32,N,0,2/1/2007,Y,682,00/00/0000,0,6683808,00/00/0000,,GROUP2,,HE6MO80PCT,20,4919.2,N,0,6683808,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6683808,FULL DOC,SECOND HOME,NEW CENTURY,FIXED,CONDO,6683808,PURCHASE,0,N,0,00/00/0000,9.24,00/00/0000,360,35480,6683808,12/19/2006,304.83,9.75,360,35446.76,,2/1/2007,304.83,Y,36,177400,6683808,0,9.75,,358,35446.76,AVELO,N,100,141920,FL,0,6683808,,0,1,33647
6688042,CURRENT,1.5,296650,1,355000,ARM,3/1/2007,479,Y,6688042,SURPRISE,40.85,N,2,3/1/2007,Y,552,3/1/2009,24,6688042,2/1/2009,,GROUP2,6ML,5%4%3%,85,7600,N,0,6688042,,7,1,0,N,6.3,16.45,2/1/2037,,0,N,,9.45,6688042,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,PUD,6688042,PURCHASE,23,N,0,3/1/2009,8.94,2/1/2009,480,296650,6688042,1/17/2007,2391.52,9.45,360,296594.6,,2/1/2007,2391.52,Y,24,349000,6688042,6,9.45,,359,296594.6,AVELO,Y,100,0,AZ,52350,6688042,,0,1,85379
6684679,CURRENT,1.5,125476.89,4,157000,ARM,3/1/2007,471,Y,6684679,PORT RICHEY,43.85,Y,2,12/1/2006,N,501,12/1/2008,24,6684679,11/1/2008,,GROUP1,6ML,HE6MO80PCT,80,6206.39,N,0,6684679,,7,1,0,N,6.75,17.95,11/1/2036,,0,N,,10.95,6684679,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6684679,CASHOUT REFI,20,N,0,12/1/2008,10.44,11/1/2008,480,125600,6684679,10/26/2006,1160.94,10.95,360,125460.93,,2/1/2007,1160.94,Y,24,0,6684679,6,10.95,,356,125460.93,AVELO,N,80,0,FL,0,6684679,,0,1,34668
6687438,CURRENT,0,182400,1,228000,FIXED,3/1/2007,359,N,6687438,BELTON,19.9,N,0,3/1/2007,N,632,00/00/0000,0,6687438,00/00/0000,,GROUP1,,NA,80,9056.57,N,0,6687438,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6687438,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6687438,CASHOUT REFI,0,N,0,00/00/0000,8.29,00/00/0000,360,182400,6687438,1/12/2007,1441.47,8.8,360,182296.13,,2/1/2007,1441.47,N,0,0,6687438,0,8.8,,359,182296.13,AVELO,N,80,0,TX,0,6687438,,0,1,76513
6687090,CURRENT,1.5,136800,1,152000,ARM,3/1/2007,359,N,6687090,MEMPHIS,38.01,N,2,3/1/2007,N,572,3/1/2009,24,6687090,2/1/2009,,GROUP1,6ML,HE6MO80PCT,90,4400.06,N,0,6687090,,7,1,0,N,6.05,15.85,2/1/2037,,0,N,,8.85,6687090,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6687090,CASHOUT REFI,23,N,0,3/1/2009,8.34,2/1/2009,360,136800,6687090,1/12/2007,1086,8.85,360,136722.9,,2/1/2007,1086,Y,24,0,6687090,6,8.85,,359,136722.9,AVELO,N,90,0,TN,0,6687090,,0,1,38125
6687283,CURRENT,1.5,160800,1,201000,ARM,3/1/2007,359,N,6687283,NORFOLK,49.86,N,2,3/1/2007,N,619,3/1/2009,24,6687283,2/1/2009,,GROUP1,6ML,2PER,80,3548.96,N,0,6687283,,7,1,0,N,6.25,14.025,2/1/2037,,0,N,,7.025,6687283,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6687283,RATE/TERM REFI,23,N,0,3/1/2009,6.515,2/1/2009,360,160800,6687283,1/12/2007,1072.51,7.025,360,160668.84,,2/1/2007,1072.51,Y,24,0,6687283,6,7.025,,359,160668.84,AVELO,Y,100,0,VA,40200,6687283,,0,1,23504
6687743,CURRENT,1.5,229929.66,1,300000,ARM,3/1/2007,359,N,6687743,PIGEON FORGE,46.81,N,2,3/1/2007,N,618,3/1/2009,24,6687743,2/1/2009,,GROUP2,6ML,HE6MO80PCT,76.67,5267.98,N,0,6687743,,7,1,0,N,7.35,18.7,2/1/2037,,0,N,,11.7,6687743,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6687743,CASHOUT REFI,23,N,0,3/1/2009,11.19,2/1/2009,360,230000,6687743,1/17/2007,2312.84,11.7,360,229929.66,,3/1/2007,2312.84,Y,24,0,6687743,6,11.7,,359,229929.66,AVELO,N,76.67,0,TN,0,6687743,,0,1,37863
6685425,CURRENT,1.5,273600,2,342500,ARM,3/1/2007,0,N,6685425,CLINTON,49.28,N,2,2/1/2007,N,647,2/1/2009,24,6685425,1/1/2009,,GROUP2,6ML,2MO667PCT,80,8297.91,Y,60,6685425,,7,1,0,N,5.9,13.725,1/1/2037,,0,N,,6.725,6685425,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,PUD,6685425,PURCHASE,22,N,0,2/1/2009,6.215,1/1/2009,360,273600,6685425,12/21/2006,1533.3,6.725,360,273600,,2/1/2007,1533.3,Y,24,342000,6685425,6,6.725,,358,273600,AVELO,Y,100,0,MD,68400,6685425,,0,1,20735
6688008,CURRENT,1.5,286680,1,360000,ARM,3/1/2007,599,Y,6688008,WOODBURY,42.52,Y,2,3/1/2007,N,642,3/1/2009,24,6688008,2/1/2009,,GROUP2,6ML,2%VS2MOINT,80,9800,N,0,6688008,,7,1,0,N,5.95,14.675,2/1/2037,,0,N,,7.675,6688008,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 50/30,PUD,6688008,PURCHASE,23,N,0,3/1/2009,7.165,2/1/2009,600,286680,6688008,1/12/2007,1874.45,7.675,360,286639.11,,2/1/2007,1874.45,Y,24,358350,6688008,6,7.675,,359,286639.11,AVELO,Y,100,0,MN,71670,6688008,,0,1,55129
6683442,CURRENT,0,23240.86,2,170000,FIXED,3/1/2007,358,N,6683442,OZARK,43.33,N,0,2/1/2007,N,693,00/00/0000,0,6683442,00/00/0000,,GROUP1,,NA,13.68,3476.16,N,0,6683442,,0,2,0,N,0,0,1/1/2037,,0,N,,0,6683442,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683442,CASHOUT REFI,0,N,0,00/00/0000,10.04,00/00/0000,360,23250,6683442,12/15/2006,213.55,10.55,360,23231.64,,2/1/2007,213.55,N,0,0,6683442,0,10.55,,358,23231.64,AVELO,N,86.62,124000,AL,0,6683442,,0,1,36360
6687266,CURRENT,1.5,160000,1,205000,ARM,3/1/2007,479,Y,6687266,MIAMI,38.53,Y,2,3/1/2007,Y,513,3/1/2009,24,6687266,2/1/2009,,GROUP2,6ML,HE6MO80PCT,80,7200,N,0,6687266,,7,1,0,N,6.3,16.45,2/1/2037,,0,N,,9.45,6687266,STATED DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6687266,PURCHASE,23,N,0,3/1/2009,8.94,2/1/2009,480,160000,6687266,1/10/2007,1289.88,9.45,360,159970.12,,2/1/2007,1289.88,Y,24,200000,6687266,6,9.45,,359,159970.12,AVELO,Y,100,0,FL,40000,6687266,,0,1,33176
6686394,CURRENT,0,73100,1,90000,FIXED,3/1/2007,359,N,6686394,DALLAS,39.23,N,0,3/1/2007,N,535,00/00/0000,0,6686394,00/00/0000,,GROUP1,,HE6MO80PCT,81.22,2891.77,N,0,6686394,,0,1,0,N,0,0,2/1/2037,,0,N,,0,6686394,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6686394,RATE/TERM REFI,0,N,0,00/00/0000,8.94,00/00/0000,360,73100,6686394,1/18/2007,612,9.45,360,73063.66,,2/1/2007,612,Y,36,0,6686394,0,9.45,,359,73063.66,AVELO,N,81.22,0,TX,0,6686394,,0,1,75237
6685722,CURRENT,1.5,402833.04,2,620000,ARM,3/1/2007,478,Y,6685722,RODEO,46.39,N,2,2/1/2007,N,620,2/1/2009,24,6685722,1/1/2009,,GROUP2,6ML,HE6MO80PCT,65,6382.5,N,0,6685722,,7,1,0,N,5.95,13.7,1/1/2037,,0,N,,6.7,6685722,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM BALLOON 40/30,SINGLE FAMILY,6685722,CASHOUT REFI,22,N,0,2/1/2009,6.19,1/1/2009,480,403000,6685722,12/21/2006,2417.04,6.7,360,402665.15,,2/1/2007,2417.04,Y,24,0,6685722,6,6.7,,358,402665.15,AVELO,N,65,0,CA,0,6685722,,0,1,94572
6687651,CURRENT,1.5,214199.12,3,252000,ARM,3/1/2007,0,N,6687651,NORTH MIAMI,35.87,N,2,1/1/2007,N,592,1/1/2009,24,6687651,12/1/2008,,GROUP1,6ML,HE6MO80PCT,85,4679.22,Y,60,6687651,,7,1,0,N,5.95,13.9,12/1/2036,,0,N,,6.9,6687651,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM IO,SINGLE FAMILY,6687651,CASHOUT REFI,21,N,0,1/1/2009,6.39,12/1/2008,360,214200,6687651,11/22/2006,1231.65,6.9,360,214199.12,,2/1/2007,1231.65,Y,24,0,6687651,6,6.9,,357,214199.12,AVELO,N,85,0,FL,0,6687651,,0,1,33167
6686526,CURRENT,1.5,85500,1,95000,ARM,3/1/2007,359,N,6686526,SAINT LOUIS,30.76,N,2,3/1/2007,Y,572,3/1/2009,24,6686526,2/1/2009,,GROUP1,6ML,2PER,90,4752,N,0,6686526,,7,1,0,N,6.05,17.475,2/1/2037,,0,N,,10.475,6686526,FULL DOC,OWNER OCCUPIED,NEW CENTURY,2 YR ARM,PUD,6686526,PURCHASE,23,N,0,3/1/2009,9.965,2/1/2009,360,85500,6686526,1/17/2007,780.51,10.475,360,85465.83,,2/1/2007,780.51,Y,24,95000,6686526,6,10.475,,359,85465.83,AVELO,N,90,0,MO,0,6686526,,0,1,63136
6683847,CURRENT,0,37967.75,4,190000,FIXED,3/1/2007,356,N,6683847,LATROBE,47.08,N,0,12/1/2006,N,619,00/00/0000,0,6683847,00/00/0000,,GROUP1,,NA,20,7272.98,N,0,6683847,,0,2,0,N,0,0,11/1/2036,,0,N,,0,6683847,FULL DOC,OWNER OCCUPIED,NEW CENTURY,FIXED,SINGLE FAMILY,6683847,CASHOUT REFI,0,N,0,00/00/0000,11.59,00/00/0000,360,38000,6683847,11/2/2006,393.81,12.1,360,37956.78,,2/1/2007,393.81,N,0,0,6683847,0,12.1,,356,37956.78,AVELO,N,100,152000,PA,0,6683847,,0,1,15650
6686319,CURRENT,1.5,66600,1,74000,ARM,3/1/2007,359,N,6686319,DALLAS,35.88,N,2,3/1/2007,N,699,3/1/2009,24,6686319,2/1/2009,,GROUP1,6ML,HE6MO80PCT,90,11000,N,0,6686319,,7,1,0,N,6.15,17.125,2/1/2037,,0,N,,10.125,6686319,STATED DOC,INVESTOR,NEW CENTURY,2 YR ARM,SINGLE FAMILY,6686319,PURCHASE,23,N,0,3/1/2009,9.615,2/1/2009,360,66600,6686319,1/5/2007,590.63,10.125,360,66571.31,,2/1/2007,590.63,Y,24,74000,6686319,6,10.125,,359,66571.31,AVELO,N,90,0,TX,0,6686319,,0,1,75227
